"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Bad Practice Rules","Best Practice Rules","Code Style Rules","Correctness Rules","Design Rules","Design Pattern","Documentation Rules","Dodgy Code Rules","Error Prone Rules","Experimental Rules","Internationalization Rules","Multithreaded Correctness Rules","Multithreading Rules","Optimization Rules","Performance Rules","Security Code Guideline Rules","Security Rules","Vulnerability Rules"
"L133","nestedTasks","test.SpecialSeq.nestedTasks;Ljava/util/Vector;","L123","L103","C:\SourceMeter\apache-ant-1.10.11\src\etc\testcases\core\containersrc\test\SpecialSeq.java","30","5","30","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L141","fileset","test.SpecialSeq.fileset;Lorg/apache/tools/ant/types/FileSet;","L123","L103","C:\SourceMeter\apache-ant-1.10.11\src\etc\testcases\core\containersrc\test\SpecialSeq.java","32","5","32","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L145","nestedEcho","test.SpecialSeq.nestedEcho;Lorg/apache/tools/ant/taskdefs/Echo;","L123","L103","C:\SourceMeter\apache-ant-1.10.11\src\etc\testcases\core\containersrc\test\SpecialSeq.java","34","5","34","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L316","d","A.d;LD;","L308","L103","C:\SourceMeter\apache-ant-1.10.11\src\etc\testcases\taskdefs\optional\depend\src1\A.java","18","5","18","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L355","dependency","A.dependency;LAPrivate;","L352","L103","C:\SourceMeter\apache-ant-1.10.11\src\etc\testcases\taskdefs\optional\depend\src5\A.java","18","5","18","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L411","s","Simple.s;Ljava/lang/String;","L407","L103","C:\SourceMeter\apache-ant-1.10.11\src\tests\antunit\taskdefs\javac-dir\bad-src\Bad.java","21","5","21","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L422","property","Find.property;Ljava/lang/String;","L420","L103","C:\SourceMeter\apache-ant-1.10.11\src\tutorial\tasks-filesets-properties\01-propertyaccess\src\Find.java","23","5","23","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L423","value","Find.value;Ljava/lang/String;","L420","L103","C:\SourceMeter\apache-ant-1.10.11\src\tutorial\tasks-filesets-properties\01-propertyaccess\src\Find.java","24","5","24","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L424","print","Find.print;Ljava/lang/String;","L420","L103","C:\SourceMeter\apache-ant-1.10.11\src\tutorial\tasks-filesets-properties\01-propertyaccess\src\Find.java","25","5","25","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L443","rule","FindTest.rule;Lorg/apache/tools/ant/BuildFileRule;","L441","L103","C:\SourceMeter\apache-ant-1.10.11\src\tutorial\tasks-filesets-properties\01-propertyaccess\src\FindTest.java","27","5","28","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
